100644,0.621884
103163,0.423333
103188,0.441984
103285,0.626022
103333,0.779787
103401,0.682091
103499,0.644962
103529,0.742757
103565,0.286146
103582,0.551302
103594,0.653726
103600,0.794837
103607,0.668461
103656,0.547668
103720,0.408067
103781,0.574558
103794,0.485083
103812,0.548468
103813,0.533661
103819,1.12333
103821,0.318096
103843,0.491109
103852,0.753804
103875,0.249782
103888,0.488467
103893,0.431652
103898,0.355099
103902,0.703614
103908,0.554658
103917,0.63486
103926,0.592033
103967,0.379389
103970,1.00283
103990,0.702633
103997,0.604101
104007,0.389487
104022,0.445793
104095,0.411131
104112,0.428259
104117,0.391656
104122,0.593179
104180,0.82269
104198,0.749692
104216,0.189575
104229,0.664016
104233,0.521094
104252,0.50526
104259,0.810559
104268,0.475563
104269,0.712735
104273,0.507873
104291,0.50546
104297,0.270577
104308,0.458326
104312,0.748078
104327,0.638166
104330,0.62977
104338,0.68673
104349,0.527143
104386,0.44712
104424,0.536716
104433,0.165035
104460,0.56905
104467,0.483083
104468,0.85393
104471,0.56569
104494,0.609219
104499,0.591615
104500,0.446509
104505,0.270995
104527,1.02884
104534,0.545677
104535,0.633297
104542,0.881229
104545,0.877656
104547,0.505686
104559,0.641734
104563,0.432295
104571,0.789983
104586,0.612219
104591,0.560549
104593,0.583793
104594,0.340082
104597,0.65881
104600,0.601877
104603,0.408201
104604,0.492412
104607,0.977433
104619,0.461179
104620,0.735805
104628,0.250719
104629,0.291299
104631,0.578179
104655,0.68794
104656,0.219352
104660,0.613456
104665,0.610195
104672,0.246835
104676,0.335958
104678,0.723231
104695,0.544797
104714,0.448454
104719,0.560047
104731,0.890108
104735,0.352849
104736,0.328538
104745,0.985295
104755,1.00245
104763,0.287973
104770,0.349223
104783,0.371152
104792,0.86518
104797,0.669303
104802,0.294703
104804,0.444581
104810,0.405835
104813,0.280758
104822,0.367803
104839,0.419401
104847,0.34875
104868,0.424142
104871,0.733394
104873,0.39351
104882,0.366583
104890,0.630912
104895,0.415867
104897,0.450189
104898,0.588269
104905,0.280904
104907,0.321359
104909,0.583261
104910,0.625
104918,1.13501
104919,0.705089
104925,1.24402
104926,0.763516
104932,0.458998
104944,0.293932
104945,0.258274
104947,0.659957
104952,0.289801
104978,0.715696
104979,0.38411
104997,0.367362
104999,0.679355
105004,0.461456
105011,0.570176
105015,0.300204
105023,0.667974
105026,0.311244
105030,0.572397
105032,0.610842
105041,0.381797
105047,0.404418
105051,0.347791
105053,0.616547
105062,0.620365
105063,0.492347
105064,0.674969
105065,0.427914
105070,0.640306
105074,0.448264
105077,0.606376
105098,0.385486
105099,0.308047
105111,0.326946
105120,0.335267
105132,0.270283
105137,0.302103
105138,0.840314
105147,0.52958
105154,0.425116
105156,0.516628
105173,0.652328
105177,0.514662
105182,0.509854
105208,0.509597
105216,0.342713
105217,0.527799
105223,0.621056
105227,0.863858
105229,0.440897
105238,0.690954
105239,0.324826
105250,0.375
105254,0.563274
105269,0.530369
105270,0.389768
105271,0.462651
105273,0.625
105281,0.384109
105292,0.423671
105299,0.581738
105302,0.281313
105311,0.72295
105325,0.500818
105332,0.810676
105334,0.575252
105339,0.433732
105341,0.316097
105357,0.554568
105373,0.678452
105376,0.419293
105379,0.65222
105385,0.713255
105401,0.310551
105428,0.315503
105430,0.389397
105434,0.376411
105436,0.436892
105438,0.739726
105441,0.461285
105449,0.753848
105450,0.293932
105453,1.01949
105454,0.416026
105464,0.637895
105467,0.341242
105487,0.357226
105490,0.556776
105493,0.455135
105497,0.355315
105512,0.515007
105526,0.383048
105539,0.656458
105541,0.591182
105542,0.514898
105550,0.404589
105554,0.340537
105566,0.413685
105572,0.579994
105575,0.551135
105577,0.728998
105583,0.535454
105585,0.472368
105586,0.441345
105587,0.245448
105589,0.604553
105590,0.283391
105606,0.28961
105613,0.303338
105626,0.436727
105633,0.35523
105641,0.463548
105643,0.619792
105655,0.465356
105656,0.866425
105657,0.605914
105668,0.674511
105671,0.410613
105676,0.825951
105683,0.921855
105723,0.626957
105732,0.73944
105733,0.351523
105759,0.32271
105777,0.842907
105790,0.606032
105806,0.655135
105807,0.547634
105812,0.363605
105819,0.505802
105820,0.716909
105826,0.579891
105827,0.409576
105841,0.416564
105842,0.511845
105853,0.273271
105872,0.388111
105877,0.522094
105888,0.378233
105899,0.260054
105902,0.589764
105909,0.19989
105916,0.724604
105917,0.628259
105932,0.481043
105934,0.357466
105935,0.433215
105936,0.400612
105943,0.401696
105952,0.593535
105954,0.614345
105961,0.594486
105963,0.543357
105967,0.628395
105985,0.639325
105992,0.568202
106000,0.641494
106005,0.349211
106026,0.534913
106032,0.413388
106033,0.567891
