100644,0.626513
103163,0.425771
103188,0.442595
103285,0.590689
103333,0.804533
103401,0.574498
103499,0.644875
103529,0.74262
103565,0.286778
103582,0.552019
103594,0.655056
103600,0.794807
103607,0.655277
103656,0.547692
103720,0.410693
103781,0.578534
103794,0.485571
103812,0.55039
103813,0.537284
103819,1.13686
103821,0.317419
103843,0.490412
103852,0.758401
103875,0.249781
103888,0.493565
103893,0.42634
103898,0.356246
103902,0.714244
103908,0.555517
103917,0.639396
103926,0.573885
103967,0.379442
103970,1.00443
103990,0.705477
103997,0.506747
104007,0.385092
104022,0.449787
104095,0.412282
104112,0.431315
104117,0.392171
104122,0.587608
104180,0.812429
104198,0.751411
104216,0.188963
104229,0.65263
104233,0.518746
104252,0.508907
104259,0.81148
104268,0.471268
104269,0.702567
104273,0.510617
104291,0.505518
104297,0.265459
104308,0.459329
104312,0.751774
104327,0.638325
104330,0.631293
104338,0.689613
104349,0.526596
104386,0.443969
104424,0.504959
104433,0.163478
104460,0.572018
104467,0.483871
104468,0.869097
104471,0.562439
104494,0.609606
104499,0.5901
104500,0.445659
104505,0.267331
104527,1.03392
104534,0.551926
104535,0.638345
104542,0.912096
104545,0.871997
104547,0.50648
104559,0.62587
104563,0.436649
104571,0.791445
104586,0.616448
104591,0.557522
104593,0.586412
104594,0.343184
104597,0.660589
104600,0.601668
104603,0.408437
104604,0.489409
104607,1.01297
104619,0.465168
104620,0.737598
104628,0.25144
104629,0.289785
104631,0.577458
104655,0.690302
104656,0.218624
104660,0.619829
104665,0.597121
104672,0.245273
104676,0.336872
104678,0.745935
104695,0.544412
104714,0.450775
104719,0.562101
104731,0.902457
104735,0.356046
104736,0.240767
104745,1.0088
104755,0.985635
104763,0.287974
104770,0.349231
104783,0.373276
104792,0.868391
104797,0.658837
104802,0.295133
104804,0.445145
104810,0.405795
104813,0.281313
104822,0.36848
104839,0.420908
104847,0.349951
104868,0.424229
104871,0.736846
104873,0.396029
104882,0.368959
104890,0.619282
104895,0.415865
104897,0.446941
104898,0.589393
104905,0.27965
104907,0.321501
104909,0.58326
104910,0.625
104918,1.13895
104919,0.705765
104925,1.25322
104926,0.754345
104932,0.456557
104944,0.282969
104945,0.258284
104947,0.659875
104952,0.289636
104978,0.715388
104979,0.3854
104997,0.368622
104999,0.681025
105004,0.461362
105011,0.574468
105015,0.301214
105023,0.655723
105026,0.310625
105030,0.574812
105032,0.642731
105041,0.348908
105047,0.400732
105051,0.342355
105053,0.603065
105062,0.623024
105063,0.493545
105064,0.676512
105065,0.424656
105070,0.640562
105074,0.498101
105077,0.607679
105098,0.384972
105099,0.308076
105111,0.322057
105120,0.335482
105132,0.281155
105137,0.304383
105138,0.824655
105147,0.532217
105154,0.399073
105156,0.518025
105173,0.642982
105177,0.514639
105182,0.507827
105208,0.513064
105216,0.33895
105217,0.532009
105223,0.620756
105227,0.865171
105229,0.437476
105238,0.693204
105239,0.324655
105250,0.375
105254,0.561312
105269,0.531622
105270,0.386279
105271,0.46017
105273,0.625
105281,0.380994
105292,0.422236
105299,0.581352
105302,0.281671
105311,0.723439
105325,0.495212
105332,0.813152
105334,0.575252
105339,0.431874
105341,0.309777
105357,0.555737
105373,0.680107
105376,0.415713
105379,0.650232
105385,0.702196
