eg,ch
49041087,27799338
44938434,27800228
44690162,27376187
44996232,27519122
45240621,27618152
45731054,27539391
44356580,28898993
55470586,28947867
46826871,28526182
47329126,28507214
44743530,28293481
45869077,28722428
44646942,28389415
44110593,28119893
43763313,28571366
46092213,28434778
47884280,29539491
45740705,28927571
44853038,29049475
45864566,27429778
44298689,33262642
46264399,37605914
44425662,30706317
43487257,28417960
43935036,27761410
43872323,28669318
43694067,29782367
52395807,28525933
52747892,29106233
56551933,38806919
44005334,27914931
50177824,27627543
77625445,31855136
46626203,27716106
43828908,27539518
45208022,30054677
44561738,27617005
44234626,27534217
44345000,32388839
44256424,27615040
44424953,27245751
58785834,28277437
54171964,29571345
52466517,27541893
45339735,27378871
48416193,30963660
43676401,27493673
51795181,27318172
48431807,29856320
43657941,27540051
43649774,27568718
43315218,29009729
43179950,27779566
43135285,27467868
43227562,27506754
44008322,31363088
43911202,27494753
43830900,27350323
43882622,30168901
43699872,27418002
43719400,27555401
43812347,29596105
43774494,27430420
43794963,29839536
49927106,28690817
43667146,29007978
44284260,27600593
44023847,27515953
43894964,31621553
44300558,27625588
44007898,27901371
44514784,35632005
47802588,29653969
43557473,27568111
43547207,30676815
44251162,27834358
43768261,27817959
52250705,27676152
44113922,28142540
44191509,27744512
43930432,27546706
44836188,27799771
44260162,27731392
44260108,27835658
44063407,32569724
44540693,28037962
51161273,27927016
45025904,29339897
47776387,28555342
57110486,28014877
43037126,28870641
43043885,30577693
43060783,28323193
42997650,29218227
42969489,28458248
43949479,27936939
44096585,27984733
44123499,27490310
44137320,27455220
44143374,27500785
44156089,27538554
44023142,27450294
44356747,27502650
44944964,27362013
44083697,27557341
43865104,28062815
51578793,29045623
44162093,27537401
51659406,27656813
43978057,27556044
50153060,27593741
44370806,30753192
50045055,31083919
44501060,34308477
50426187,30465064
44294732,27438091
50929635,27342957
43165725,27202912
43312620,27028761
44503220,27075989
44155565,27535947
44376301,27541269
44339336,27315425
44076554,27075007
44328676,27181761
44473063,27378040
50978564,27290343
43899625,27275144
43474058,27439891
43659575,27062456
43470879,27346577
43549832,27125152
56000387,27546025
43047587,27492221
42958962,27452695
43022971,27440996
44511037,27289091
44934999,27409976
44673820,34377136
44518133,27504955
43699191,27420995
43617216,27496673
43855957,27861252
43677557,28024287
43668741,27264732
43593417,27300519
43727165,27328277
43657175,27311137
43479046,28976436
43298978,28444199
43338292,28028787
43492785,29505522
43289555,29541057
43547878,29861064
43358496,27642427
44023701,27783039
43672911,27746701
43779965,28029703
43966739,27836945
47660309,27169085
43796432,27219384
44082657,27619605
44011624,29099655
45059755,27732950
43317923,27701983
43322635,28610578
43545440,28509095
43582528,28210372
43086920,29023481
43343770,27357236
46007019,30040435
48561349,27449628
76553944,27907955
43662427,28610834
43815627,27451487
44884101,27284700
45130220,27672728
44751245,27415896
44382549,27367880
44263255,27510002
49538252,27213822
43624499,27691189
43694494,27339293
43638510,27734826
43736016,27556051
42884360,27622877
45876390,28397616
46492504,31072786
45947371,27651059
45317814,33398698
61335879,27221504
42940286,28506053
42970216,27539401
