eg,ch
357953069,227055903
356038006,234157906
353503766,229331421
351960989,232375430
354823908,226971128
356803405,237353619
349312367,226559350
347892780,230975615
355389352,229536387
348757021,226774392
351236933,229327898
390774693,241774065
350756485,227658060
352380797,235380192
351532046,229395500
348622493,233353936
347566235,228124825
344213027,230261371
386228565,227425589
399766534,230065850
431601401,230052010
349408150,229592795
366459646,227306612
357597618,230440523
382075024,226784576
352436780,235649810
362990403,227635163
347932245,224641870
368081311,225717578
378810789,225699031
348382823,226015251
370342308,225791846
365550647,227239164
356207902,226261633
383016969,225229305
355945771,224870450
347704799,225060892
368236224,225529713
361065025,229493856
362242304,230859156
386589626,224981169
372653544,225433714
350064788,225506313
405296077,226560233
346830523,245159371
344432208,229410624
345256790,227071334
342232945,231249141
346205606,229511852
354774801,229136415
357718034,226922600
356402262,227524670
363268163,227869124
353524389,226476950
356309981,229448156
361098033,227584392
357736655,228861359
358879502,231327276
345105103,228603538
342481049,226306123
347123334,226489849
367629049,226184178
359975801,228209442
359917019,227060614
351357403,225586117
351192986,226176258
354635719,227446458
353751056,227046938
356222831,239749684
389533698,236123518
362648146,234202265
375035954,225448436
346356379,225696876
346365480,230444414
353117689,227999231
341340375,233175879
344393453,230561907
344427832,225304430
343258295,225137510
356935431,225262846
382437445,225339419
540304461,225176457
364531588,225102829
357782930,225931132
382330057,226408916
350307571,227222004
350666084,225181086
390859183,229921833
397212146,227624239
359864074,226622264
419615799,226364179
476406075,226685884
344720932,226700982
350919547,225531231
341373067,226747505
353947980,225902110
339563124,231064466
351829861,233914210
355491671,231366771
344097019,234012361
372801741,232790826
338353851,231133231
364459754,229656882
358003746,229315303
350109330,224547430
344147272,235023312
343533373,228522550
339045531,224089693
339659789,223655631
346242631,223990557
348893848,223914769
354434976,223543560
344122126,223248463
346783761,224725854
346039203,241894210
343523046,224040610
354785283,224653255
383082655,224953237
417986146,223118441
381542511,224273396
350727858,225907371
357707833,224359217
348297213,223278030
351912764,222884589
362442633,224143561
356287855,222603423
353698730,223180160
365416135,224131909
360469304,223935246
369759163,224283817
374893161,223742078
348708445,224075783
349483883,223815621
345411895,230136362
344277276,227146384
344701593,227933609
352429406,229560611
354936950,227307532
355761756,232387852
363137772,231309514
348311782,233966288
337508800,234484134
341126051,225970939
343815879,228431032
345250658,227945329
346784553,230972350
347990349,223235787
356502635,223890693
344889742,227183459
348325048,224417470
354398709,224693683
348983717,230349275
347636439,228992431
344046135,223835069
357366173,236248650
350995597,224314467
352055621,224643900
350829254,223368569
347067046,229700737
345065239,227509833
341879470,224119102
342357483,224301055
339258092,226095627
339674687,224681295
342641943,235628305
339527211,230572368
339962716,225579587
349186074,223699504
337562724,238752882
340803939,223590119
338274023,226870977
364447113,223374831
403289061,227276134
373138171,225568162
388477935,223424023
357010969,224772152
352235232,224372926
343933914,223228179
346982441,225577135
345692985,225433177
342392154,224896468
366006445,230996400
344299636,229525928
350491596,223532830
348411014,224884436
357382796,223868678
356828482,225098872
393064640,223717748
371496495,229865406
358701977,225330776
359676709,224254096
360577419,227545488
352747074,226702720
353193878,231289895
401351899,222863764
401434994,226021521
421786483,222683348
401209406,223368081
414152010,222818636
373674134,222945557
365340869,223124025
371588865,223314784
370216051,223403178
384047902,223207664
342946361,224827760
347288511,224064482
349240023,223772221
349686603,227390580
347223526,227879430
337621774,223518555
344439356,244971122
341540520,227918521
339987652,230577041
339754808,232126841
339812508,226528328
339142240,225392323
339948797,227097020
339425186,225099672
339518297,224946606
339615489,223344451
339276149,222938182
340562476,223143509
340217531,223923317
342500392,223164392
341258082,230030804
341878957,224970937
340688116,224615610
341668850,224237887
342271282,224144133
341811739,224298788
340549837,224593833
339415012,224548867
340751200,224262580
339519469,224443562
340360418,224106118
341320177,224571477
341555705,224327218
342663485,224569700
339881524,224248542
340931051,224000097
344362295,224122439
340022549,224462150
340443063,227283660
343064508,224649612
346328524,224894943
342597882,224405942
360376758,224317737
354282721,224103441
360943231,223944153
347388849,225931747
342444918,225211750
388373106,225015361
419562028,227593856
347731541,227364684
343587112,226897767
344443858,227750339
342309795,227149157
344489835,222879697
368306147,222913682
341775708,223796462
342705978,228562455
346477924,223792153
347173058,223706228
362368223,223756037
356446986,226500096
386507022,227870027
378218898,225967576
352455171,225205060
349563333,226276903
350065132,236215855
350785680,224973812
364774601,224663181
364837763,224353876
358300345,239736910
362197660,235620494
362701282,224985959
383481403,224845803
352520379,225360411
358405192,225107855
351362602,225135107
354627875,225315037
351636692,225321380
353343812,228562724
353538182,224352413
351954318,224609368
356946186,229127542
371281978,223123915
