eg,ch
4354377,1255881
4397468,1217748
4258904,1215722
4157425,1217189
4045051,1216421
3922061,1231297
3859204,1230250
3751020,1218167
3693192,1215862
3606170,1215164
3538913,1212300
3485485,1229761
3397555,1218097
3401047,1215723
3398533,1218307
3384285,1215932
3401327,1231786
3398603,1229132
3400418,1218306
3398253,1215862
3383447,1217049
3400977,1215792
3397835,1232275
3400907,1229132
3397695,1218027
3397066,1215792
3400768,1217817
3399301,1214186
3383727,1230459
3400977,1228573
3397974,1218377
3435269,1214954
3473053,1215443
3384914,1205107
3369409,1230668
3272051,1217957
3285251,1215582
3045138,1218935
2840992,1214814
2831843,1232414
2864249,1228015
2820389,1220402
2841761,1216700
2867602,1216700
2832332,1216561
2820179,1230739
2835195,1229830
2833310,1218027
2845881,1216630
2820319,1215932
2833589,1227037
2833520,1231576
2832820,1234510
2820808,1221728
2820179,1221030
2835335,1221729
2832332,1234649
2820878,1231647
2820110,1216909
2835754,1326141
2832681,1375658
2833240,1312941
2820319,1233602
2835755,1250293
2832402,1226338
2833031,1203989
2819970,1203291
2835405,1205526
2832890,1272363
2833031,1247221
2820180,1234230
2855868,1236465
2832401,1221589
2832821,1223265
2820040,1345556
2835615,1423849
2832612,1202173
2832890,1190300
2820389,1189672
2835405,1189602
2832891,1207970
2831983,1201335
2820389,1189463
2835893,1188345
2836104,1188484
2832891,1199030
2820599,1197354
2834986,1189950
2832471,1188764
2832751,1189882
2820109,1189322
2820668,1201196
2834497,1200497
2832820,1189602
2819761,1188694
2820809,1189043
2834358,1203779
2832821,1200008
2832332,1190370
2836453,1189043
2831633,1188973
2834916,1189043
2836243,1201475
2820668,1240586
2835126,1215793
2833240,1214744
2831983,1214186
2820808,1230040
2835195,1227177
2833729,1216909
2832541,1220611
2820459,1221100
2834008,1221170
2833030,1230877
2832472,1228712
2820739,1216420
2835475,1214046
2833659,1214395
2832122,1218726
2820529,1224522
2835265,1230878
2833450,1216351
2832960,1216211
2820808,1210973
2834357,1215373
2835056,1229342
2834148,1217119
2820738,1216071
2820249,1214954
2835893,1216560
2833170,1240307
2833380,1233602
2820249,1221589
2835545,1227944
2832751,1217678
2833100,1214465
2819970,1264052
2835754,1256649
2833031,1245684
2833170,1243449
2819970,1242611
2835615,1242681
2832612,1265379
2833240,1257557
2820180,1246941
2835405,1241983
2832401,1240027
2833310,1242192
2820250,1258675
2842948,1257208
2982560,1244846
2863271,1242611
2820599,1242331
2839526,1242122
2746009,1257976
2456797,1256021
2563933,1245754
2587679,1242192
2507152,1241843
2500936,1242750
2502333,1259233
2489273,1255601
2488644,1245055
2489064,1242122
2502752,1244567
2500587,1248897
2500238,1259023
2488854,1260630
2488435,1249804
2488645,1246661
2641247,1244427
2500169,1242401
2500028,1258535
2489133,1256719
2488505,1245615
2489064,1242053
2502683,1250503
2500727,1248688
2500168,1263704
2489203,1258326
2488574,1244846
2488644,1241005
2502473,1241982
2501285,1253227
2500308,1263703
2502473,1260700
2488714,1249804
2488854,1245265
2502473,1245545
2500936,1242261
2500028,1257348
2507781,1244985
2488784,1241912
2489133,1243728
2514346,1243658
2429908,1242401
2428232,1258604
2431445,1245754
2428302,1244008
2417686,1243030
2417546,1242681
2433190,1231437
2426765,1256160
2429070,1244636
2431515,1242331
2418035,1243519
2417547,1244426
2417756,1253227
2431096,1256510
2430607,1245056
2428441,1241913
2431165,1244357
2417546,1242401
2417826,1255532
2417895,1256021
2431654,1244706
2430118,1243588
2429280,1239539
2430257,1243240
2418035,1258185
2417546,1256090
2417756,1245963
2431374,1243100
2429629,1242821
2428930,1241145
2430327,1260211
2417058,1255811
2418035,1245544
2417476,1240865
2431444,1242261
2429140,1241773
2429140,1258675
2431375,1255671
2417686,1244776
2417546,1242611
2418035,1242821
2431375,1242821
2429699,1259024
2428231,1255602
2431515,1246103
2417127,1255322
2418175,1313220
2442060,1559409
2426206,1300789
2427185,1336128
2432004,1293246
2450511,1244217
2418105,1234369
2417546,1250503
2417756,1233532
2426416,1258884
2429559,1243100
2430257,1187297
2429838,1185621
2417755,1184852
2457356,1183106
2431095,1332007
2429000,1466381
2429001,1259723
2430327,1219494
2428790,1218935
2417965,1192186
2417617,1230529
2429559,1233602
2429280,1221030
2428930,1218167
2430187,1218376
2418105,1218236
2417755,1234021
2417896,1201754
2429908,1219563
2429489,1217748
2428790,1218446
2430537,1234649
2417546,1231157
2418245,1220890
2417686,1217817
2542352,1219634
2527267,1217189
2437382,1234090
2435565,1231157
2418733,1223335
2417965,1223265
2449952,1222776
2440174,1222706
2463012,1230109
2444924,1219773
2489832,1219004
2405254,1217888
2350848,1214885
2350359,1233183
2369495,1230738
2362581,1220890
2362651,1217329
2363629,1218306
2350778,1217468
2350499,1233183
2351197,1231227
2363420,1220821
2362442,1218935
2361324,1218166
2362581,1219215
2361185,1267614
2350917,1269849
2350568,1231996
2350988,1182827
2363768,1214256
2362791,1214186
2361464,1233322
2363210,1217398
2412867,1214535
2350918,1215304
2350639,1214046
2350987,1231227
2364187,1225501
2361673,1218097
2361743,1214186
2363210,1214954
2350639,1214396
2350779,1228993
2350360,1229272
2362232,1217888
2362302,1213977
2362093,1216211
2363070,1214326
2361813,1230389
2350639,1228224
2367749,1218935
2350499,1215163
2363350,1214744
2361883,1214745
2362232,1230669
2362721,1218725
2361953,1214395
2350568,1215583
2350638,1215443
2350499,1229760
2363000,1228573
2363419,1220331
2361953,1214395
2364816,1216141
2350918,1215024
2350709,1229691
2350639,1233951
2350429,1218167
2363838,1263005
2359648,1215024
2361813,1215862
2362022,1230179
2350639,1228294
2350709,1217888
2350709,1216770
2362791,1216281
2362442,1204478
2361813,1229691
2378575,1220053
2362441,1216630
2350778,1216281
2350220,1214954
2350918,1230319
2363209,1229621
2362372,1218097
2361394,1218166
2363350,1216281
2361743,1214954
2375083,1232694
2349940,1226199
2363839,1219284
2360905,1215094
2362722,1216142
2365724,1215932
2361883,1231506
2350429,1217748
2350709,1244218
2350290,1216839
2365165,1214535
2361394,1227805
2362232,1229831
2362581,1217608
2361883,1214744
2349801,1217259
2350848,1213837
2349591,1231786
2375502,1229342
2363140,1217887
2363000,1215583
2364188,1212649
2363699,1215583
2349940,1231647
2350987,1228713
2350359,1217329
2363071,1214325
2362022,1215932
2361324,1214325
2363001,1229691
2350918,1217538
2350289,1228783
2350779,1221729
2350220,1220891
2365305,1244078
2362162,1232344
2361813,1222846
2362861,1222497
2369286,1221519
2350150,1219424
2350987,1265309
2362233,1257208
2362441,1245615
2361953,1243449
2362721,1245335
2383254,1242401
2487876,1260142
2353502,1256370
2350988,1245405
2371032,1243170
2367889,1244077
2435356,1242122
2440105,1259163
2418943,1274948
2418873,1249176
2518536,1246801
2471813,1239817
2366144,1255811
2364886,1455836
2366632,1362389
2350849,1261957
2350709,1254694
2350708,1239258
2364467,1235977
2362092,1253506
2361813,1296039
2363489,1378801
2361603,1305957
2350498,1487055
2350708,1283538
2350639,1222916
2366632,1219494
2362511,1220472
2363001,1234999
2364677,1230389
2350080,1220821
2350778,1216420
2350359,1221309
2350848,1220471
2362931,1233043
2362581,1219564
2362721,1218586
2363140,1217189
2350499,1215792
2350708,1228224
2350568,1231367
2362931,1218097
2362023,1217119
2361744,1217817
2363140,1215792
2361743,1230319
2350429,1229830
2350709,1219354
2350499,1216071
2364467,1217189
2363560,1216700
2362162,1231785
2365445,1230669
2363349,1218656
2350429,1217608
2350848,1215932
2350568,1215792
2365166,1232275
2361464,1217887
2361743,1215932
2363279,1217049
2350848,1216002
2350080,1231297
2350848,1230040
2350638,1218516
2363908,1215932
2415242,1216072
2359159,1216980
2362093,1232275
2350848,1229970
2350429,1218237
2350848,1216351
2362022,1215373
2362442,1219284
2361325,1231297
2362861,1227666
2361185,1216141
2350708,1215792
2350359,1216002
2350219,1227106
2382206,1230040
2385280,1218656
2364677,1215653
2362442,1217538
2350429,1212580
2351198,1231716
2350499,1229760
2350988,1218795
2360206,1216211
2362302,1216281
