eg,ch
88385270,51292847
80000692,50102446
80173046,49140783
87673608,48952515
99691796,50182211
85437805,54212088
80229789,49075849
80593501,48696925
86270051,52133705
80313478,54158742
79628000,51717723
82511229,57118217
77076932,48892259
78690289,49873011
82719634,49680840
82602233,49918392
81163600,49353301
81875366,50026382
77986310,50155644
76542494,52361810
82112296,54448198
75274491,50415868
75727767,50059530
91082478,51438874
74819646,52640460
74900956,53015014
74601599,52440540
75487457,49863540
74407179,49953430
74703260,48887718
74501379,48718147
74873009,50544024
74661835,50241435
76394189,50069681
75703648,49866412
78067720,49124006
75280977,50811090
75985825,49216713
83819807,49571901
80939029,60138693
76348051,58753102
78331802,49065346
75399712,49244199
89041551,51599057
78660043,50446855
118467071,51936013
105003721,50272623
79275887,50858282
76227669,50567817
77357065,50433792
