eg,ch
37,116
98,99
53,82
53,73
51,94
51,126
51,124
54,135
51,141
52,77
52,123
52,142
52,124
52,132
51,123
52,122
51,124
84,124
85,78
55,123
253,74
61,134
60,77
113,122
100,79
100,122
60,123
99,77
100,148
60,123
100,124
99,79
100,122
101,122
100,123
60,76
73,74
179,76
59,86
100,103
100,76
99,75
100,77
100,76
100,78
114,76
89,123
78,139
62,99
60,74
61,75
100,74
99,123
61,194
83,75
113,122
71,75
133,77
100,77
61,123
60,74
100,106
73,125
61,76
61,76
61,124
100,76
61,77
99,76
61,124
99,140
100,136
107,123
100,123
99,77
101,124
131,75
60,140
100,116
71,74
61,122
61,89
60,75
61,123
61,142
60,123
60,75
61,123
100,123
99,102
108,123
77,139
61,75
109,124
74,125
56,75
95,123
56,123
111,77
61,122
