eg,ch
54497,46673
56992,40741
55208,37654
57772,36234
53062,36638
52803,36153
52960,37262
55793,35920
55347,36318
55522,36505
55868,35628
54944,37649
55409,36828
55750,36298
55648,36021
71529,35272
53675,35118
58492,35194
55586,37358
55308,42427
55339,35848
56038,35970
53152,41743
58040,37440
64834,41759
55681,37479
55212,38257
55848,37639
55618,35720
55880,39312
53346,36779
54686,36880
53497,36097
52999,43554
69319,36433
89733,35786
55429,35803
55909,35240
53277,37221
59376,36830
55237,37874
55925,37040
53210,64793
53306,36894
53240,36716
53016,37189
52860,36621
55635,36168
55982,36161
55553,36778
62743,35176
55608,36134
55539,34380
55547,35550
53878,36402
55508,36089
55469,35920
55789,36975
55808,37533
55537,35802
55831,37246
55744,36548
55312,36632
55503,37618
55829,36852
55293,37395
55858,36000
55712,36865
55793,41794
55866,37601
53498,36411
53300,37768
52941,39844
53024,36226
55432,36493
60969,37922
54017,48159
53028,50416
53381,34902
53296,34313
55557,37177
55949,37174
55642,35685
55562,37251
55905,61149
55730,35655
53792,35336
55393,34717
55447,38257
55227,38712
55955,36864
55573,37475
55682,36320
55578,37213
55499,35668
55500,36348
55918,36730
58840,39872
55755,33420
55870,34925
53142,37059
55538,35858
55748,35917
55841,36331
55374,36661
55345,34354
55266,35371
55683,39032
55459,37463
55309,38308
55717,37805
56000,37053
55174,38335
55616,36232
55399,36378
55232,37200
55489,37487
53632,57591
54096,56755
53148,76053
55406,53951
55861,55642
55601,54197
55478,55943
55851,56098
67613,35692
52923,53442
52918,56374
52768,57264
53072,56564
55159,54007
56031,55106
61683,55888
55928,37992
55391,47762
55214,37093
55919,36158
55181,35606
55688,37026
55907,35536
55378,36627
55419,36982
55388,36527
55989,35747
53245,36818
54117,58541
55655,57056
55775,36389
52999,54960
55267,36866
55776,55755
55690,50332
55397,37500
56187,36418
68420,37109
55232,36742
53197,37144
53127,36144
53115,36460
55523,36141
55356,42621
55469,49662
55296,36565
55872,37507
68099,37032
55808,36351
55091,37890
55862,38821
55092,37837
52741,39504
55449,36711
55528,37692
62073,44234
55524,36927
55527,38004
61797,36101
55732,35271
53427,35560
68998,36757
55899,38248
55239,37790
55547,37973
62374,37581
55251,50714
60946,59815
55908,38167
55536,38650
55177,35759
56088,38375
69373,38453
53565,38779
55154,54266
69381,61139
55665,52915
55902,58457
55228,57490
53225,55555
55536,57731
55325,37713
55383,42930
55261,41483
55245,38011
55827,36438
53230,39470
55733,38627
55513,36634
70584,37290
53643,38292
55577,37074
55507,36469
55835,38602
55542,37403
55361,37477
55270,36180
55560,36444
55493,37539
56393,36976
55277,36636
55985,56135
55221,35952
68032,35667
55259,38594
56065,37688
53244,38869
55139,38960
55861,38502
55667,63758
55377,37472
55730,37286
63288,38455
55326,55859
95418,50973
55643,51298
55472,57024
55890,48691
53338,52753
55543,49605
53366,59264
53036,59418
76896,39054
55440,36907
53018,35642
56036,54205
55796,36568
53123,36104
52854,34765
55693,38706
62979,36430
55644,36137
56086,36238
55680,37507
55498,37613
55929,36443
53250,39151
53185,37880
55547,37874
55554,35639
55507,37643
55799,37544
53158,104956
58598,63720
53299,62181
55353,46023
55875,38590
55314,43488
55254,44629
55731,42872
55950,58670
55534,62578
55248,63908
57792,39592
55616,40314
55436,59640
60274,40580
55298,54872
61847,41457
56114,55416
55455,37232
55802,36295
55553,39425
55549,43362
56071,36077
53624,47907
53887,35765
80861,36674
56160,37014
55626,37475
60955,35718
55560,38262
55701,36868
55458,63498
55153,46395
55778,57725
55657,35492
55721,52485
53943,37402
73312,37817
55568,37443
95682,42936
91771,38370
55624,36960
86381,55834
82626,37827
55685,37519
55736,35751
96661,37428
96821,36758
55184,45421
85872,36778
55541,38302
67485,36707
97000,36369
68308,37486
103173,38601
101653,37091
102061,72469
93856,56139
55821,40327
75365,38496
60838,38125
99794,55210
53296,59604
54053,58117
55611,63608
56011,36836
53213,37657
55575,53197
92201,51699
91719,41005
55695,38591
55257,36368
55752,43109
55488,37666
55369,38365
55538,54466
55447,36914
55722,35944
55832,35847
55981,37331
55653,43268
55333,58082
55597,35777
55999,44256
53241,36028
52947,51990
55644,36174
55355,35833
55778,46687
88352,35483
86141,37509
