eg,ch
369883298,237281432
339627301,241644598
343516561,229306497
376591909,233177719
364936009,247989157
416398288,232052471
403213988,244834039
372206479,236023418
424609640,228305295
405283112,228922294
374469958,230286487
412546687,239432880
430854395,232195390
406861629,231409493
381330596,230331332
377034605,230902394
398629166,234683596
371333952,236348532
382554145,244695084
400961682,233481625
357129906,231306883
398097885,237960580
380759732,230596063
395584303,227546584
424380048,227200902
414537016,228254387
420711166,225610578
417031021,230719857
382718166,229544910
403292721,229325515
