eg,ch
384905,250436
387017,223971
428320,224490
382917,212211
402029,204077
421282,219258
383175,200306
385817,209252
383320,210026
384684,201705
423185,202411
387212,204326
382673,317592
382526,310984
385599,302660
386486,309457
389600,225082
391956,236434
383233,203838
389315,217159
382785,226719
389620,227676
394672,225428
427952,251463
399929,249556
386053,290708
414778,207662
384014,227943
382803,321841
396765,206202
426727,250490
424294,201510
568119,250812
389217,234976
406768,202402
464184,222276
629386,252599
383069,215992
432445,273348
704105,301328
548411,311227
424300,333975
397041,350761
456663,339324
382628,305240
459473,325257
404345,299013
503425,342250
395385,313542
521311,285270
567594,332567
446567,312894
622451,365323
384476,380789
427193,339299
401001,215460
413616,233268
486965,272944
420943,252769
399288,244975
423390,369941
450163,211485
422008,213180
447447,234118
441015,207130
429263,239012
498571,240741
432430,209990
412609,212025
492105,214849
396234,268513
559747,302363
396979,214769
382855,210596
429404,203197
383119,202544
463981,209160
414147,209980
388622,204015
436542,258820
402245,214690
417307,234099
411114,242458
542831,225836
390430,285619
612573,354710
435177,246247
667072,215753
459293,210875
512919,321591
431636,290705
428675,320653
401327,221592
531412,208377
474014,233442
641843,203469
695245,215573
702538,206368
388494,207610
419887,210441
388202,212528
643043,252810
427048,318364
454598,207327
428435,213472
657379,206103
510645,208321
461605,208096
398582,205323
457983,204794
468772,207969
429047,210348
426389,205375
646830,210962
445701,207970
444945,219851
382729,206712
429783,202889
383044,210058
482348,203388
502863,229177
421599,202218
446300,206319
618797,205786
410864,207556
389751,203161
421264,203604
444409,220791
615113,209122
512054,209739
446427,223789
478620,215409
653776,201381
418595,202391
477577,265644
389398,205745
524574,278861
482833,212687
487735,202607
615259,210620
643518,202879
650999,232489
669784,201163
662323,203762
644286,208329
634711,211730
642454,215357
644853,300715
668725,287061
639285,207376
639814,209094
689039,202807
640459,203453
643897,204247
673673,220140
645006,203130
685342,203089
576910,212974
629870,208759
640963,202952
685861,203605
676832,232343
637851,202154
631006,213419
650120,205474
660858,205092
701546,210426
638607,207751
678561,238854
640712,213527
644107,222965
672162,216038
664044,201311
660007,205024
648949,205675
642031,222332
637027,202035
646534,202831
665310,225244
647701,208287
627296,203021
643881,219996
644760,230951
694501,207295
669949,213149
642858,220208
635929,206698
662108,200668
648089,202369
643686,236954
670727,218703
692902,223455
641563,253003
634098,211409
633478,262958
609933,202274
732459,202220
734546,216175
658761,208802
678673,212045
806905,221791
596782,240925
647386,230254
396159,210455
389645,239332
383705,219642
389624,211568
390021,244938
419417,202610
464275,203818
389188,203475
467471,209122
395995,219447
392244,201838
426196,207178
383131,209446
383232,242360
383215,227459
383198,204391
390404,215976
395430,209332
383391,249520
384216,206852
396243,202304
445960,227863
466286,207050
383790,202698
793183,208861
624843,206512
401124,203630
448860,204507
404916,232595
405669,225247
392473,215135
441400,234911
470012,204490
421194,210279
449372,218101
384713,205506
427188,243310
399461,202815
414951,233148
383275,230753
434437,201831
390636,210543
412366,275405
387651,265854
388881,275380
397989,252145
422107,215051
390089,201945
386999,237956
386327,202967
406131,257749
388124,211392
415648,255270
471338,298841
516591,312224
402397,296600
398584,303340
400531,295242
383379,296180
452724,237748
383604,299205
426821,301161
515516,306023
696455,297905
456795,305786
690123,297787
660802,295290
487254,277663
422087,236616
454717,201156
516534,223460
672288,200486
721496,204337
452017,205095
438216,259570
421814,202325
383739,287373
604811,246609
382858,205341
383332,234622
495120,314535
410658,203909
707138,220916
426342,233679
383396,220940
397254,224191
386966,226244
383059,208616
390659,208914
731806,204642
728965,220074
694467,202611
730239,204762
677178,215054
686946,204620
682615,203490
727001,233138
758272,243309
692637,231180
692815,229483
713053,252892
676415,249724
662282,205165
705015,212623
496939,203198
694795,286870
689069,204339
686154,209815
683902,227044
702749,203022
822091,256459
649841,203768
770756,224331
719286,228685
640074,231715
617557,210768
706508,309950
673775,317758
785971,224871
676845,242177
747478,204314
721120,202933
697730,202837
731021,217766
710556,235543
488711,203447
860150,225871
715203,209795
642101,217842
797409,249567
630942,248382
764673,227292
630123,205415
842757,251551
807100,209719
747362,223164
684148,278450
419280,211338
462525,216574
653957,224994
681464,336201
716813,305671
705797,209674
757405,208618
623477,272249
735643,354306
459142,208656
681687,238951
665606,203442
383327,217910
385141,206559
418134,220092
728209,205570
398605,207659
559248,218599
437547,202023
383035,303457
459256,203861
439818,203804
389742,203778
383002,211189
413851,212516
383018,218873
390759,206643
391814,202328
421950,203246
396652,202396
411886,206257
383782,208276
418786,220982
460327,202520
432585,222035
384145,207597
450861,199427
384070,206883
457622,228036
383188,200943
389066,199612
489587,207383
391098,201564
409396,207141
383245,234914
383583,207674
403134,223367
441278,203538
392466,214812
441007,202594
398350,208118
410498,202006
382681,209481
419618,199484
392909,202871
424068,236589
497261,201580
437497,202591
428752,203532
473443,228377
403465,216482
383391,220327
383052,207316
383136,208856
383100,202196
401371,238973
382900,199487
420203,202315
708044,213914
703398,207225
745818,212854
685416,206524
696693,201834
731615,214336
708396,202284
684027,201844
715039,248106
736346,201248
699834,200552
699296,201001
700071,211255
740436,202466
695584,206909
695000,228889
750000,201658
723804,207215
746622,207112
681020,206076
696884,220240
723105,203154
729640,213284
666798,200932
752682,200813
721784,202058
717893,211406
723322,211791
701272,202403
727957,208507
636091,203208
382809,201981
424652,201600
458930,256672
413380,229293
696757,223480
661059,255380
426030,226006
419167,205352
408094,228780
382759,200487
446929,203114
399661,207921
403990,223707
383020,204272
395894,202885
390057,200956
389846,202112
383007,202016
390372,208900
383416,231796
431260,201802
429946,202987
420556,204068
385906,202142
414126,207820
382971,206384
392096,231580
384358,201462
450259,241090
402073,207959
436427,206677
401961,206533
397964,212474
491917,215844
410593,213229
525714,200893
415041,212012
454997,200386
382971,204750
412692,204036
435360,213623
389816,250492
397493,219774
389337,289825
396430,229740
399796,208240
407993,235074
429552,208797
398746,209159
406801,203887
390529,211824
417401,209775
414250,203895
390316,237873
384374,271299
388520,262278
393279,332707
387942,254903
382736,327566
410530,205987
395919,307607
409189,204776
384441,319705
403622,231063
398149,211789
414600,205191
