eg,ch
3998,10724
5316,15524
5017,15778
5796,16552
5420,15922
4462,25054
5555,11308
4724,11260
3168,9365
3004,8247
5316,8387
3141,8557
3369,7953
5912,11857
5802,9744
5350,8520
5998,7972
5743,15144
5613,8645
8973,7860
5892,7890
5812,29236
5676,7883
5890,7177
5808,7548
9650,14847
5905,8986
6023,10985
5890,7972
5698,7714
5748,7988
16533,8798
5720,8932
5727,9223
5753,12826
5697,9307
16430,8281
5773,7409
5745,7631
9468,13752
5940,9048
5668,8306
5780,7753
5833,11471
5655,8570
5968,9637
6120,13970
8306,8200
16910,7752
5827,11990
5717,7945
5763,7235
5927,7634
5786,11206
5717,10757
5846,13769
5762,7316
5833,12115
7200,10454
9894,10881
5755,11113
5692,10643
5903,11663
5723,7727
5810,10347
6094,12846
5862,11358
9202,13085
5765,12049
5857,13551
6023,12170
6170,11874
5887,11518
5894,10564
8163,10980
5945,12288
5665,8010
5875,11847
6273,24113
5878,14395
5906,14299
5746,11799
5675,12429
16353,11199
5815,8002
5690,12039
5660,11093
5835,10015
5688,10091
5792,7477
5645,7065
5787,10333
6003,10225
5685,11309
5688,11816
5725,13021
5770,9769
5802,12075
5880,12587
5975,7667
5794,17539
5845,14037
7221,11724
7055,11946
7132,11314
6865,11400
6969,12386
7172,13281
6957,15660
7025,17056
7037,28574
6911,14827
7012,13972
7142,11879
7040,7281
7068,7634
7022,9980
7043,12655
6985,11763
7225,9584
6957,10315
7378,9993
6787,11992
7087,8847
7283,10679
7058,6639
7040,11665
7151,10890
7003,12444
11129,38933
6947,10345
11532,12639
7117,8159
6701,8132
12151,7700
5693,7399
5784,11812
5795,9274
5945,12040
5455,17612
16675,16452
5906,22178
5798,9123
12566,16344
3588,15780
3419,16520
5825,18342
5730,15720
5722,15780
5924,19496
5665,20640
5740,9823
8998,15652
6020,15220
16448,15740
5763,14484
9115,15216
6094,15240
5787,15762
5735,23706
6037,10186
6853,8363
7114,8737
7102,8598
6978,6395
7114,13267
6997,9393
7108,8088
6985,17133
7010,5165
7027,32682
10483,17020
7483,31550
7046,27922
7080,32148
7437,7375
7160,6486
7105,13621
6994,8691
6966,9295
12111,9512
7267,6472
5545,5810
5758,11720
5934,10000
5650,5944
5904,9840
5890,16488
6038,10158
5932,9858
6074,19822
8765,9947
8476,11165
6112,14296
16320,9587
9052,10573
8037,10667
7642,11570
7090,12833
7444,13142
7278,12368
7578,16430
8108,20802
7615,22438
7952,32378
8517,13012
8103,10329
8953,6550
5790,6292
5543,5714
23280,29273
4547,14188
5852,11352
5398,16046
5655,14860
5707,13598
9250,20448
5974,17469
5973,30799
5856,11325
5898,10910
6050,9469
6646,12660
5702,17530
5967,12280
5930,8406
5900,11520
5890,7024
23633,7495
5573,10022
5914,8621
5717,15669
10665,12043
5750,9137
5633,7951
5703,20160
9736,11244
5782,14854
3615,13439
5908,13223
5858,13122
5740,41593
5888,15379
5840,14389
6450,9323
6268,13202
5788,13996
5993,11809
6578,13402
5782,23835
5898,12707
5940,9641
5646,16848
5893,57332
5867,16418
5776,15126
5910,14152
5980,24356
5940,15358
5778,11582
5764,18516
6000,10690
6027,20760
5867,9332
5828,6012
5830,7753
5830,11185
8590,10292
5980,20177
5703,13297
5777,12208
5845,9833
16508,18091
5803,15454
5660,16832
5844,18658
5870,9891
5665,15392
5670,64532
5792,11410
5793,13592
5688,18848
5883,10846
5774,9586
5862,15348
5830,23666
5753,9109
5847,15672
5883,146946
5793,28588
5830,17208
5960,13036
5813,17550
5845,20530
8878,10096
5657,9466
7437,10574
5780,6897
5788,18020
5724,7508
5693,9480
5680,13151
9182,8889
6017,19292
5654,7016
16278,17121
5672,5571
6130,14383
5904,9239
5785,11100
16820,7003
5980,26521
5770,29013
16428,11295
5960,12077
5688,9333
5856,7617
6128,5343
5768,11276
5888,15257
5788,16538
5724,38322
5900,19936
5802,13848
5670,11779
5870,21813
7059,7710
7005,5686
6846,9314
7378,14506
7259,10687
7000,8357
5648,14683
5658,12997
5726,17021
5808,10131
5830,9785
5616,12141
5776,13740
5746,43615
3419,6922
5856,5479
5738,5302
5780,11782
9252,12767
10134,11687
5832,19623
5622,15479
8478,16348
5292,19470
5734,10728
5664,10813
9216,15682
5984,22254
5968,19858
5728,29667
5708,10550
5872,14628
5688,9253
5810,7210
5822,6528
5640,26603
5772,12343
5786,16230
5776,17836
5754,14190
5796,11173
5904,7888
5974,10427
5560,15256
5868,13872
5812,13705
5678,12778
5752,7582
3401,7596
6167,8326
3595,22310
5862,22398
5758,5245
5866,15360
6214,15548
5792,13650
8320,15470
5208,59394
4410,18352
5872,38338
5816,13832
6346,29448
9174,14009
5958,15775
5744,12006
5814,6060
5712,17812
3274,8749
5896,7919
5800,5386
6080,5536
5778,8111
5812,16904
6080,12394
5706,9469
5804,9440
5864,7321
15684,23071
9106,6639
5034,24309
5443,13920
3395,12246
5263,11074
3102,8572
5230,12103
4748,22099
4877,16835
4957,13996
5011,13406
4706,19840
3109,9933
5485,21741
4457,19087
5350,11089
4590,10098
3274,9911
4790,9825
2902,10201
3898,25774
5360,5333
4463,31438
4710,11373
2942,31758
5554,25908
5979,12736
2984,12351
2927,11408
4506,15278
2935,15472
4526,17204
3221,17467
3010,21728
4409,13010
4739,13669
4675,11347
4800,10499
5427,11789
4160,18827
3018,9819
5203,6323
5329,7322
5256,17598
4972,20284
5284,10553
4461,46135
5445,21280
4696,14418
4846,13423
3410,213484
4450,10654
3004,17127
4929,15255
5072,9277
4864,15926
4986,10836
5453,23802
5814,29393
16808,18033
3161,12802
3331,9515
4964,16658
3034,15910
2932,16268
3736,14725
5998,15877
5818,16067
6016,14690
6002,13979
5830,10222
5702,19711
6284,15602
5748,23102
5786,20668
5822,13802
9088,6575
6212,10192
5848,18026
5756,10475
5776,19522
5684,22458
5810,12602
5650,35426
8882,22836
5960,14673
5732,9637
5896,20197
5758,5310
5632,19415
6054,21030
6182,13398
5720,12181
5762,13033
5732,15285
5860,13886
9252,10563
5716,45165
5642,16305
6012,38047
5710,37717
5820,18640
5962,15676
8474,10536
5876,8080
5688,6007
5796,23776
5902,13074
5790,8960
5770,10774
5846,6296
9250,10073
5910,7437
5722,14633
5922,22731
17287,14526
6952,20730
7223,9142
6988,16298
8534,10095
7055,8404
7311,8994
7046,33670
5520,23718
5948,16687
5710,15620
8572,15850
5916,14898
5714,15798
5806,15027
6448,14004
5976,16430
5802,14577
6190,10920
5830,9740
8654,16566
5792,9838
5724,8759
5904,7696
6026,7097
9348,6634
3537,19422
3479,16097
3536,24358
5926,97290
5864,19482
19850,13750
6400,43852
5842,14982
8706,11453
5896,10905
5686,10739
5732,15417
9066,23525
9770,20457
6468,14735
6116,8720
5766,9531
5880,9974
6516,23134
5718,19785
5778,16154
5716,14108
5654,14650
5730,66363
5944,27561
5696,25076
5724,8246
5734,12020
6242,7642
5842,7008
5982,14021
5874,12256
5738,11600
5772,6917
5740,8670
18952,13170
5814,13893
5812,14438
16426,10706
5866,8554
8652,10995
6096,10201
5780,7482
5846,8820
7428,12445
8774,11569
5794,11069
9504,14590
5742,24519
5810,19261
5694,8700
8804,8824
6202,10980
5800,10500
5952,8799
5554,7725
5802,8725
5782,7210
5734,10667
5922,11757
5744,14778
5782,11791
5792,15195
5820,22368
5832,19800
7456,29219
7263,16596
7129,7919
7014,10631
6948,9877
7080,13244
7022,7472
7089,9792
7058,9716
7080,13956
7371,13242
7077,14170
7000,9974
7040,10937
6929,11646
7088,7340
11415,10356
7626,11681
7089,12961
7088,15654
7011,13334
10997,13382
6920,17161
7025,18624
7137,32376
12425,11795
7128,11492
6963,15328
6952,8228
7114,9374
7217,7824
6983,7961
7095,8316
7215,5707
7069,13610
6994,8700
7342,10486
6851,19431
6968,15670
7077,20284
7069,26487
7178,17804
7211,12606
7263,10708
7220,11037
5960,20634
6080,32294
3563,12952
5760,10357
5876,9178
6152,6364
5808,7547
6390,16400
5708,10606
5750,10923
5700,11529
12334,10389
5752,16302
5774,15532
16778,15878
5710,15744
7696,22363
5738,16212
5948,10583
5732,10987
5784,15627
5738,16647
5716,22550
5702,20840
6380,14036
5802,10203
5776,30116
5772,25974
5678,70568
5744,21655
5732,8674
5722,23183
5824,25431
5726,22675
5840,19539
5876,25160
5926,14630
5816,36038
5890,14411
5832,10398
5860,9261
5832,15728
5834,20067
5820,21302
5834,21700
5826,20602
5966,7529
5880,31332
5832,8567
5820,16788
5866,8668
5830,8853
16476,14535
5934,29791
5810,7365
16718,19018
5902,7541
5888,11566
5964,10988
5864,13490
5878,13222
5802,19681
16374,20980
5924,20686
9454,59800
5992,11707
5746,20321
5716,10536
5806,15392
5674,15918
5768,15752
5734,14860
5762,9664
5748,17864
5728,6963
6576,7515
5972,12174
5750,9791
5876,11237
5770,22626
5978,21802
5990,14389
8140,13193
3831,14640
5722,10182
5924,15970
5600,17722
5722,21660
5876,8848
5838,7015
5824,44168
16706,20383
5896,29562
5806,9354
5728,29729
8208,17343
5730,16335
5758,15500
5744,13312
6104,13420
5900,27488
5644,16446
5802,20476
5784,12865
5696,12813
5750,17889
5846,7737
5720,5809
5702,7214
5920,14085
6008,9841
5720,8220
5994,18814
5946,8500
6032,40680
5886,9720
5878,18047
5846,11943
5810,10492
5820,18192
6080,9843
5708,10686
5652,11348
5962,16453
5760,23645
5702,17266
5816,9388
5808,16797
5692,18750
5716,13459
16682,8510
5870,6193
5966,5923
5810,9376
5660,9165
5834,10984
5766,30514
