eg,ch
56688,81550
69940,88542
71666,97628
61572,96803
69417,92077
76687,96534
70441,76812
77413,124780
63646,80866
65607,52816
76016,77246
76143,77140
76401,75896
76762,165764
68743,47175
76589,48340
62303,92038
46826,77998
70207,78030
56765,77624
63152,76424
62273,81522
60658,77334
52414,77148
84340,88918
52721,86560
66380,78606
39161,77554
69459,79756
69238,79698
57117,85668
39780,76614
38920,77338
46956,76868
74377,79710
40178,81576
72697,68842
45825,76982
44340,88864
42120,76090
42610,76368
78615,78234
87663,76598
77025,76590
82100,80086
102085,76660
79510,78864
184710,89132
74655,86364
75725,78020
88487,94843
77545,94371
161986,91617
77040,92606
77506,93186
77210,90571
77277,92283
87770,92697
111261,92906
94267,105909
95237,92926
95252,95446
94741,92437
95351,93603
96255,92320
94779,92203
94920,96151
94637,91971
94311,93543
94391,92686
94634,91289
94114,92235
95382,88988
95212,76178
92738,86968
97347,77936
95939,95518
93910,87340
94821,78098
94018,76432
94373,76380
93867,87226
95015,76868
94037,81102
94966,88502
94459,78880
100210,88480
94203,77144
95105,89092
94465,110261
94317,94657
103951,92554
94209,93146
94228,98074
94367,92445
161450,93509
95089,163569
95868,94197
95394,95982
154428,92583
128415,159294
111310,95000
46009,91831
77296,97200
76317,106103
77835,92360
46000,93032
45646,105454
48517,93129
79292,95206
77726,95057
77374,103568
77050,96183
123210,93360
76576,91717
76868,149923
76890,94862
92662,91786
77167,124196
76870,93732
77885,95283
76518,91928
76860,97931
76926,94791
93412,91063
76976,94149
77626,94268
76932,92551
93111,93012
96471,94366
93766,93178
94960,95700
82503,94454
75853,92471
125088,143988
76322,148899
75978,104702
77904,166094
76722,71868
77545,46270
76717,72058
77130,54148
76750,59815
76624,59182
76927,54310
76674,39308
77303,56645
76617,54732
77357,43033
76422,38308
77658,53223
82390,62673
76190,39049
77138,38274
76848,52565
77713,60843
88062,56042
76910,53563
80780,61221
76547,50662
77118,61963
77573,64503
87813,62848
88577,67531
76876,49691
77340,64829
78918,39128
76890,53049
77020,59800
77020,61254
96563,62874
184742,69762
88038,50628
82463,61857
77040,57618
77032,39090
77107,55785
79685,47259
77585,50999
88285,76661
88627,57015
87956,48596
77222,60408
76240,59983
77800,75070
78560,68195
78498,40605
87705,52564
87095,38288
93720,39534
94649,45235
93763,66417
115450,78055
94209,47057
94847,49361
110576,77148
93680,87798
103619,121332
94027,80940
