eg,ch
3209482,1982489
2926488,1891740
3245516,1822855
5079339,1879176
5015877,1806037
3054008,1797389
3089234,1767069
3185529,1730029
4026305,2008750
3521779,2015168
3134935,2468190
3337550,2521828
3158009,2445908
3180896,2178029
3152602,1669128
3097039,1879531
3700635,1793764
3646907,1850821
3898020,1941822
3698530,1710605
3564325,1643537
3128351,1632422
2963082,1706567
3120082,1651989
2878691,1598688
2867634,2271469
4914779,1809682
3008467,1976892
4914149,1873702
4913178,1808529
4930374,2219899
3842127,2155903
3558222,2129537
3244186,2152802
3266033,1866075
3250398,2095480
3159187,2216926
3275702,2143641
3943439,2351139
3582101,1880737
3307699,1845134
3750448,1958333
3809213,1787692
3027450,2121723
3070803,1757458
3936304,1792025
3634117,1974999
3180055,1916098
3100658,2445864
5526761,1847604
5030712,1820164
5354504,1779919
5204212,1871620
5781845,1776264
5092834,1809994
3231983,2011633
2920674,1820880
2927534,2312773
4067704,1949543
5903488,1821437
5363053,1731289
3946827,1717093
4890518,1803771
5131088,1568543
4918410,1571459
4974890,1570874
5296053,1569930
5347455,1561879
5170964,1601959
4743477,1783157
4268278,1833509
3188066,1822025
5700041,2164015
5160977,1869583
5167644,1826046
5425863,1774327
5512186,1725481
5479742,1940384
5330225,1736131
5705241,1804305
5578828,1795601
5561003,1723433
6492672,1763271
5500607,1704676
9428156,1707430
5568361,1850219
5544869,1817713
5535583,1815092
5532447,2038781
5475842,1839270
5530063,1783844
5588146,1832213
5492775,1814067
5569020,2009691
5723223,1953278
5618850,2139667
5462044,2386587
5766747,2009985
5688970,1814932
5547649,1985782
5528661,2104505
5528705,1950082
5600525,1841796
5762557,2025243
5500279,1796314
5542692,1833978
5455506,1842222
5654918,1659949
5514350,1626507
5435807,1967194
4278069,2054590
3762407,1813621
3921110,1878564
2978709,1826096
3448355,1751529
3188929,1677940
3192922,2208336
3156828,2261913
3315919,2278374
3073105,2293167
2940028,2356102
3225500,1730031
3036540,2053384
4052486,1967236
3335572,1843711
3471388,1787410
3287911,2298062
3692162,1659447
3585667,1647883
2983450,1724332
2973658,2266638
3664504,1867209
3482301,1759192
2964010,1658119
3144109,1760957
3024612,1696524
5048014,1648108
3008857,1734274
3019637,1709752
4258424,2310354
3411950,2526324
2995554,2389697
3020843,2232857
2973418,2155183
3027628,1769475
4160827,1796288
4116103,2122801
3360587,1668586
2995065,1673335
3087493,1928160
