eg,ch
1765,3862
2046,3551
2187,3543
2186,3535
2175,3540
2175,3591
2173,4596
2178,3557
2172,3679
2171,3570
2172,3556
2190,4135
2163,3962
2175,3545
2174,3554
2173,3569
2174,3557
2326,3563
8751,3562
48869,3558
13828,3544
2891,3555
3030,3556
3067,3586
3068,3551
3070,3587
3068,4750
3067,3556
3070,3809
3061,4589
3070,3557
3068,3558
3091,3562
3071,3563
3071,3607
3072,3578
3075,3555
3069,3561
3070,5208
3071,3558
3071,3554
3072,3559
3071,3546
3156,3542
2938,3615
2963,3548
3070,3545
3069,3591
3068,3543
3072,3554
3068,3549
2941,3542
3069,3544
4158,3545
4461,3578
3063,3544
3070,3557
3067,4708
3057,3560
3069,3558
3071,3567
3068,3557
3075,3553
3068,3569
2944,3579
3092,3558
3071,3554
3071,3576
3071,3553
3298,3556
3119,3552
3062,3552
3073,3557
3064,3555
3119,3585
3073,3561
3109,3554
3068,3556
3076,3554
2999,3555
2941,3557
3073,3539
3069,3557
3073,3593
3079,3703
3072,3564
3066,3556
3196,3598
2937,3538
3084,3557
3079,3555
3076,3573
3077,3547
3068,3541
3068,3567
3067,3535
3069,3542
3073,3307
3070,3551
2973,3545
3088,3560
3072,3559
3071,3562
3072,3547
4804,3583
3069,3544
3067,3545
3074,3558
3068,3553
3067,3560
3059,3553
3073,3541
3065,3540
2868,3542
3073,3542
3065,3583
3071,5295
3069,3547
3068,3649
3063,3548
3069,3807
3104,3309
3072,3543
3074,3555
3096,3621
3068,3542
3071,3564
3074,3554
3071,3685
3072,3558
3074,3563
3071,3554
3034,3556
3072,3555
3071,3539
3157,4460
3070,3554
3074,3569
3071,3638
3077,3556
3070,3567
3070,3437
3070,5347
3161,3559
3072,3612
3072,3557
3069,3548
3074,3573
3076,3571
3070,3577
3071,3558
3072,3554
3069,3560
3072,3556
3092,3581
3071,3546
3070,3558
3072,3556
3073,3324
3069,3545
3071,3553
3072,3550
3069,3545
3070,3542
3070,3598
3105,3544
3068,3540
2979,3553
3072,3536
3074,3546
3071,3544
4806,3544
3068,3544
3068,3572
3072,3558
3069,5015
3114,3544
3070,3558
3066,5313
2939,3558
2998,3593
3020,5295
3073,3559
3069,3559
3299,3613
3598,3559
3046,3560
3101,3586
3073,3556
3062,3554
3069,3555
3180,3555
3008,3557
3101,3546
3059,3580
2957,3553
3071,3553
3063,3545
3071,3552
4647,3554
4690,3542
3070,3555
3172,3556
3325,3553
2859,3583
3070,3557
3972,3554
4030,3581
3065,3543
3306,3542
3057,3552
3024,5297
3076,3559
3069,3627
3071,3570
4827,3544
3069,3557
3067,3552
3069,3558
3068,3548
2997,3554
3069,3554
3072,3556
3228,3578
3066,3545
3092,3558
3066,3554
3059,3346
3058,3552
3061,3751
3067,3757
2960,3554
3069,3556
3064,3616
3070,3556
4836,3559
3071,3549
3068,3567
3070,3555
3064,3562
3069,3560
3069,3549
2962,3557
3072,3545
3071,3551
3071,3552
3069,3560
2964,4970
3082,3562
3068,3563
3068,3556
3057,3550
3068,3554
3075,3586
3072,3559
3071,3558
3070,3645
4823,3449
3067,3554
2943,3547
3072,3557
3069,3552
3070,3555
2944,3580
2973,3555
3071,3556
3070,3546
3075,4446
3071,3557
3071,3582
3077,3557
3064,3556
3074,3559
4828,3588
3070,3560
3074,4905
3068,3622
3067,3558
3085,3548
3058,3560
3068,5585
3071,3557
3052,3597
3068,3564
3067,3539
3066,3543
3096,3540
3072,3544
3069,3544
3070,3544
3076,3544
3071,3545
3070,3544
3073,3564
3068,3544
3070,3543
3070,3542
3076,3541
2972,3544
3071,3535
3070,3550
3071,3311
3070,3542
3070,3607
4824,3381
3066,3544
3068,3553
3066,3552
3061,3551
3076,3549
3070,3312
3701,3543
2739,3551
3249,3588
2749,3548
3080,3560
3067,3556
3073,3547
3080,3553
3100,3543
3074,3558
3075,3545
3120,3565
3071,3535
3070,3318
3081,3540
3070,3546
3070,3666
3071,4256
3067,3561
3099,3775
3020,3568
4694,3557
3034,3589
4473,3537
2825,3316
3064,3229
2993,3194
2976,3396
3060,3547
3063,3544
3080,3555
3062,3573
3058,3553
3082,3580
3069,3545
3059,3544
3067,3567
3071,3545
3066,3542
3068,3563
3069,3546
3062,3533
3068,3538
3067,3584
3068,3532
3058,3543
3068,3554
3074,3543
3068,3535
3063,3544
3074,3543
3071,3535
3084,3545
3089,3637
3071,3552
3071,3545
3103,3555
3072,4958
3069,5290
3070,3555
3058,3544
3064,3546
3069,3559
3062,3582
4544,3543
3065,3557
3071,3556
3074,3555
3068,3554
3072,3555
3067,3555
4739,3554
3089,3553
2939,3564
3104,3556
3067,3553
3079,3587
3069,3544
3067,3554
3071,3544
3070,3552
3069,3541
3068,3538
3060,3576
3069,3554
3095,3544
3058,3526
3071,3544
4195,3541
2947,3539
3070,3542
3071,3544
3065,3533
3069,3543
3061,3549
3063,3552
3093,3543
3073,3544
3068,3542
3070,3548
3075,3555
3069,3558
3069,3557
3060,3542
3068,3572
3071,3554
3071,3554
3097,3598
3183,3553
2937,3544
3082,3554
3173,3555
2934,3554
5221,3555
3009,3530
3120,3316
2948,3545
3198,3694
3111,3545
2998,3759
3107,4821
3129,3561
3755,3556
3077,3573
3199,3607
3076,3546
3148,3560
3071,3554
3099,3543
4098,3546
3064,3540
4922,3552
3151,3552
3032,3576
3070,8418
3069,3821
3276,4083
3065,4149
3164,4080
3083,5081
3414,6644
3069,3909
2948,3978
3067,6544
2763,6722
3060,4553
2859,4260
3072,3963
3018,3815
4830,4504
3628,4456
3083,3670
3106,3775
3075,4178
3151,3629
3066,3194
3062,3926
3081,4100
3061,3521
3067,3109
3070,3233
3069,3092
3091,3113
3060,3149
3061,3302
3070,3289
3071,3392
3068,4459
3070,6972
3068,8420
3062,4292
3070,4378
3061,4093
3058,4282
4014,3128
3071,3435
3069,3546
3075,3218
3070,3133
3072,3378
3070,3065
2940,3070
3086,3061
3070,3137
4875,3064
3057,3063
3067,3146
3072,3339
4124,3427
2937,3579
3130,5299
3071,3571
3732,3523
3069,3541
3030,3534
3106,3573
2973,3553
4806,3560
4234,3556
3129,3559
3099,3560
3068,3544
3183,3585
3054,3547
4841,3556
3127,3560
2988,3554
3063,3554
3070,3556
3153,3555
3036,3549
3765,3557
3073,3558
3034,3740
3041,3545
3169,3379
3142,5422
2748,4281
3078,3553
2939,3739
3253,4234
2934,3562
3103,5467
3069,4245
3088,3556
4005,3759
2938,3563
3125,3397
2953,3220
3158,3330
3070,3456
3242,3612
3068,4556
3090,3780
3155,3690
3069,3529
3044,3226
3068,3470
3068,4711
2967,3817
3071,3665
3068,4835
3078,4028
4098,3678
3064,5043
3074,3718
3067,3963
3090,3697
3071,3663
3066,3462
3224,4418
3068,3552
3071,3877
3043,3585
3582,3467
3059,3382
3132,3297
3069,3400
3059,3226
3069,3360
3058,3556
2956,3556
3072,3565
3068,3611
3070,3548
2985,3562
3149,3556
3073,3558
3070,3559
3070,3561
3074,3563
3069,3556
3099,3556
3060,3554
3073,3562
3071,3557
3068,3598
2950,3543
2931,3558
3028,3555
3511,3549
2875,3556
2572,3556
2854,3554
2975,3337
3064,4799
3061,3544
3061,3684
4837,4725
3058,3542
3059,3730
3068,4780
3066,3549
3058,3779
3067,3603
2958,3298
3070,3809
3070,3543
3108,3673
2927,4716
3069,3579
3069,4370
3068,3662
3068,3663
3072,5009
3066,5068
3070,3601
3068,3711
3074,6068
3073,3799
2997,3571
3069,3660
3071,3701
3068,3674
3069,5450
3075,4469
3073,3544
3103,3702
3067,4376
3068,3541
3076,3714
3004,4272
3069,3584
3069,3647
3073,3557
3068,3583
3075,3556
3068,3553
3065,3555
4093,3551
3078,3545
3068,3861
3068,3318
3073,3545
3071,3605
3071,3588
3071,3556
3071,3555
4186,3642
3094,3516
3068,3562
3068,3664
3068,3554
3400,3667
3061,3236
3297,4529
3068,3876
3074,3552
3075,3812
3074,3592
3087,3561
3068,3599
3068,3766
3072,4091
3074,3714
3070,3574
3072,3677
3074,3552
3070,3369
3068,3639
3073,3564
3093,3621
3071,3319
3072,3591
3071,3546
3078,3307
3089,3685
3057,4245
3068,3651
3067,5454
3068,4755
3069,3610
3068,3605
3068,4656
3073,3558
3068,3598
3371,3560
2742,3557
3071,3554
3067,3546
2986,3556
3058,3557
3244,3554
3075,5301
3015,3555
3062,3555
3146,3555
3058,3560
3069,3555
3083,3576
3085,3617
3061,5419
3175,4245
3070,3675
3073,5456
3161,4246
3040,3546
3068,3717
3071,3558
3538,3556
3306,4704
3062,4407
3076,3794
3070,3903
3111,4225
2931,3604
4761,3613
3070,4009
3069,3970
3009,3346
3070,4371
2990,4524
3082,3644
3089,4494
3098,4768
3115,3270
3145,3786
3360,4026
3009,3506
3108,3512
3117,3929
3172,3739
3216,3547
3306,3656
3120,4610
3070,3550
3070,3831
3163,4504
3149,3554
3279,3734
3213,3588
3088,3440
3200,3688
3094,3547
3069,3652
3131,3564
3095,3634
3236,3795
2930,3456
2724,3767
2693,3275
3097,3966
3122,3740
3249,3587
2778,4621
3047,3609
5209,3733
2944,4467
3074,3240
3058,3752
3067,3977
3120,3604
3072,3456
3061,4084
3073,3838
3066,3848
3071,3980
3065,3922
2986,3401
3078,3673
3274,4034
3069,3403
3070,3288
3054,3865
3067,3864
3077,3489
3157,3916
2867,3678
3059,3515
3347,3624
3066,3618
3066,3877
3068,3618
3115,3734
3086,3546
3222,3775
3062,3703
3067,3482
3063,3756
3068,3679
3098,3529
3093,3595
3059,3561
3075,3555
3060,3590
3068,3554
3067,3560
3061,3557
3935,3544
3057,3558
3897,3556
2854,3566
2942,3543
3071,3559
3069,3567
3069,3560
3003,5289
3071,3555
3069,3606
3074,3557
2927,3557
3070,3563
3070,3675
4804,4705
3091,3549
3057,3707
3070,4615
3092,3531
3070,3721
3060,3534
3072,3704
3053,4321
3069,3547
3060,3712
3060,4245
3067,3651
3072,4464
3068,3638
3100,4356
3043,3702
3059,3786
3066,3580
3272,3716
3067,3845
3062,3582
3033,3687
3064,4176
3060,3506
3060,3483
3062,3598
2970,3530
3047,3553
3067,3979
3136,3815
3061,3614
3072,4079
3058,4624
3067,3542
3066,3809
3063,3802
3068,3771
3071,3350
3017,4319
3052,3627
3070,3216
3065,4269
3067,3987
3046,3586
3069,4124
3042,3701
3088,3551
3039,3685
3093,4330
3068,5405
3056,3256
3204,4242
3075,4027
3071,3331
2963,3925
3075,3939
3070,3648
3068,4299
3069,4656
3118,3541
3071,3953
3072,4107
3070,3579
3009,3788
3985,3546
3073,3325
3070,3682
4833,4278
3091,3593
3070,3624
3104,3601
3070,3560
3071,3564
3072,3611
3053,3593
3985,3559
3312,3565
3984,3556
3072,3555
3066,3556
2963,3714
3002,3574
3068,3551
3067,5343
3084,3554
3073,3558
3059,3714
3072,4246
3065,3551
3070,4650
3065,4244
3072,3741
3036,3706
3070,3547
3066,3798
3071,3553
4823,3275
3068,3426
3057,3681
3071,4704
3071,5070
3069,3755
3072,4973
3100,3671
3068,4474
3070,3573
3077,3675
3071,3696
3069,3706
3069,3550
3071,3319
3070,4037
3070,3544
3087,3486
3079,3544
3072,3242
3071,3413
3069,3545
3068,3994
3068,4694
3075,4240
3069,3940
3071,3676
2981,3539
3068,3848
3096,3574
3074,3266
3071,3400
3074,3556
2969,3708
3070,4657
3069,3564
3070,3601
3070,3576
3070,3558
3071,3664
3090,3548
3065,3601
3071,3550
3069,3398
3075,3698
3073,3561
3070,3688
3071,4718
3071,3629
3069,4871
3070,4708
3074,3722
3073,3709
3068,4808
3071,3802
4843,3881
3069,3314
3072,3301
3069,3380
3071,3574
3070,3659
3080,4389
3078,4072
3069,3685
3067,4379
3074,3863
3836,3707
3101,4269
3069,3966
3071,3442
3070,3548
3070,3580
3070,3490
3082,3160
3071,3463
3069,3716
3070,3251
3067,3546
4823,3601
3066,3925
3071,3533
3068,3733
3068,4402
3070,3498
3076,5625
3069,3801
3071,4231
3069,3725
4821,4146
