eg,ch
393155,235427
387029,235340
428942,210055
383881,214392
383276,207756
387724,206020
389419,214427
386376,206553
403978,235650
384028,211593
393816,205415
422655,215946
402509,205090
389350,209141
402373,205865
387975,230319
394822,204167
383299,210330
391842,216298
393390,205583
409646,209388
387676,206779
406660,205425
383851,209370
408849,221129
413919,221003
393129,207647
383730,215705
390756,229343
387895,211690
408214,211191
387988,206306
394142,208058
383641,213101
411749,219623
383082,229828
401589,205703
383438,232243
407226,225157
383302,206154
397956,207494
396143,206482
394190,221097
383162,213385
397231,206666
387710,212901
389721,206211
389828,211343
399310,207613
390892,233539
407062,215308
383483,208445
406973,233338
389595,224817
405929,218129
389633,214047
398563,270774
383446,267616
399141,273196
390255,248863
389028,213696
383270,238533
407817,219906
383508,220972
392123,214353
383513,249254
417994,223325
383614,301663
383733,278623
390479,316229
395714,331086
383585,316535
387958,318613
390894,361002
400465,238611
383352,208994
387870,273127
382620,228093
398004,229419
383916,300045
383493,252286
389351,214103
400155,252045
390868,248826
388144,257500
440857,244751
400385,221183
383695,360705
383581,224143
396920,228882
394376,215419
409515,239652
383324,236390
391321,207620
396675,301356
415700,217869
383003,210326
400790,216863
393258,215888
417240,241513
383766,244447
402649,208633
399147,279652
394740,327170
408438,298256
390860,220214
400102,294526
401174,209148
388517,220274
403862,222847
394940,284185
403110,207911
383393,320140
409332,229806
383795,248299
405668,234315
401468,239687
411276,214335
390445,216851
390006,234931
383442,270780
433812,270272
386265,317346
403492,333800
390972,330156
408528,312847
383465,337100
402985,326605
385404,222372
398066,219958
604535,214432
691110,209128
692299,235993
707318,208902
488923,306245
421051,262219
383942,212959
420865,240316
383971,256632
419161,259708
389805,243548
395745,256330
407743,215820
400265,222919
382496,257479
401476,206852
382122,215738
433672,257252
383722,219962
407491,215203
383540,222338
419673,216970
383331,210645
424747,222906
388985,332588
421696,216298
383224,283986
404830,229591
391188,216721
414971,313388
382614,258682
388305,287762
383375,326823
469070,295698
383802,315443
403178,370793
382590,315065
387641,361721
383147,298097
424833,324153
394326,307993
383321,301812
383475,331135
383936,329726
389816,224815
383458,245169
399387,279231
417317,249556
389346,232018
389329,221900
397567,234091
383384,287663
415934,303722
386857,317557
403691,238221
389433,210671
389690,222174
397334,236299
391358,322583
383521,318849
408488,317032
395186,353671
403686,319439
391033,214634
393045,307100
387879,275488
412575,216881
389263,275615
404313,224405
383392,213548
406788,210085
383340,293440
410974,241425
390062,261764
406614,221105
383187,207283
388564,397044
382800,224560
394665,269908
383279,294193
410925,217765
383214,327601
383722,327825
384201,210267
399606,285777
383719,316591
388095,246080
383139,232116
393318,317119
390322,417559
388013,213287
383283,250362
400770,314761
383327,295481
388184,285855
390106,297691
406529,221852
383366,291710
390841,253974
409449,261473
411734,306479
412465,341587
383542,328039
390553,326826
399906,330370
414121,315738
387931,347427
393838,328447
401518,367824
392948,354175
410493,461594
384674,304289
421217,322507
415100,245374
408844,376970
407557,797658
433828,329004
430744,319300
417626,316623
413617,316523
433808,306021
426141,299980
429664,300988
412031,327970
402193,284604
411946,304459
429860,349024
409677,309940
409029,334946
410691,303438
406539,288527
392694,303902
