eg,ch
314311971,189229194
317158948,191950613
315796574,194423448
312341056,192608656
324564750,199848964
315798143,192365814
316558542,190163873
303620464,191410846
315115223,192552895
326643594,193794307
302975644,189394570
324287859,189774687
307866559,193488866
323431766,192083004
311262891,191017950
305001887,199096336
314085009,191630676
321412340,193923047
305650228,191367742
318837796,191329536
309887858,195246397
313753431,194361049
321107738,190562377
309011808,195356916
308420375,194723084
311636741,196040617
323819810,191517472
329711734,203019750
318133728,197084272
323107602,192505258
