eg,ch
323620511,192692434
309318040,191307123
312909490,198155301
342749368,198375041
324641017,199522875
314801426,196172090
335853561,192746074
343840384,197560698
323979633,193417987
312816527,192287086
317234911,191771279
324992706,198315585
319290213,199048093
315386072,201800252
360308894,201736354
315751312,193872119
317877732,189373348
314896231,197637277
320521101,192539435
320420338,197237228
336654873,193768902
312300742,193346012
318406745,193495522
329866461,197711266
319049159,195389939
330973852,201370816
326516523,190636105
322271758,190223932
322147304,198056021
325558619,197799494
