eg,ch
305156893,189849268
328441688,194087983
316204806,202617577
326684893,205855135
329358574,195524810
316985976,198121088
321445008,189772391
322228778,188968967
319398954,202968211
315238695,194856913
314159811,187986616
321007863,197399159
329314242,189468400
314910949,189216686
315914647,191708064
314372064,188032360
319134496,195237163
325132844,188698152
305120166,188171602
321136579,194410159
318806310,193316648
312339224,192142588
311415278,196503991
327650474,193558667
314120028,201499941
314866041,191488412
311138084,188166137
324083544,194816418
322474055,194119395
311018775,188487942
