eg,ch
352683845,229664379
356495918,229346082
377000669,229195375
360237155,236590084
353863068,230233713
353486662,233589381
345834718,230904410
347825376,231045812
348219615,233257945
361226359,234883959
355097943,243401571
359094360,234349276
352736869,231296740
344632306,230257026
350939955,231734725
352368563,231149603
353297954,230877664
378641527,229322658
343502536,277518621
345344529,241156783
357382906,241549092
350306710,241497574
356493981,230502666
377525943,230436808
342219787,228132870
341975111,241451505
343095384,234955377
342226562,234748512
342759499,227964277
364118418,227821077
365406442,230097438
342662842,229001781
342187219,228968144
340872178,227204843
339331927,229255650
340443922,227857505
339629914,227899702
340678643,227788123
342031205,226993700
343128564,227176635
341901696,233555000
347990123,234707289
342608507,235261939
344194824,235914601
353089660,236739590
367603135,235714944
357864835,235155647
346782241,234750972
352716603,238361425
342687912,236953498
349655356,234840858
344607927,235278223
344490884,234270434
343215847,235685734
349398270,242563484
343445488,228764248
337255566,228782440
340049568,232215020
338453092,232370956
336501409,234099191
343534345,237803810
338418034,232886737
336389356,233094395
337163178,234086512
336295392,231151785
335333298,230531559
337660367,235925502
380670509,229509904
344111523,230420312
344040488,230124939
340660642,228190982
339946610,231422466
345118595,230743532
343823397,230865338
347188645,233403438
348779812,245319346
341732082,227094847
341914358,228109306
343587686,227348940
341633900,227372883
347100307,226950597
343955026,226948970
345444918,226483115
345470859,226464241
344572332,226732224
344477532,226750384
345405629,226032364
347970695,227143586
356177001,226027472
348194120,226562594
351119234,226277010
371436857,226499229
427920123,226406106
375954848,225905562
370457692,226838503
386331798,227380501
391672389,228026456
389340505,227026085
359156236,226340002
352330953,229065469
350152156,226200496
349116605,226345807
348418064,226041859
365864895,226502847
380163851,226769146
381041237,226248554
346697252,226545307
344875112,226577390
347229972,226275213
365742355,226221258
363814386,226849358
371312206,226663404
387991527,226339571
351485324,226818834
342739462,227069628
343094457,226367325
343627979,226276513
375768029,226607937
343984867,242004984
343804892,224344994
359030050,224610996
410047169,224486446
369461183,223833254
398583216,226193335
361528581,228744648
350296936,226875815
346838325,226636110
355129927,226148880
360610038,225817527
355807034,225848020
356957794,225583449
343781061,225740884
353218706,226047922
373046780,225647701
343178206,226649264
355702359,226456005
344556345,237976783
345649258,228957411
359634225,229771068
350842919,229900647
345763454,231560965
343713743,230768315
355587885,230153951
349253427,227613340
342103268,237893979
341694990,243828255
341578033,239386424
342106845,227478954
343892587,226539142
343012723,226665881
344632634,225923776
342171241,226087765
342188018,226910048
343168364,226673819
343822196,227832276
346125067,231757371
346298301,230902964
346423916,224386655
345943365,224408777
345411242,223872806
343302433,223989757
346974341,223822427
356366882,224051307
347754533,224203263
373392447,224581707
349185988,223984333
351073033,224016549
382809432,223950239
370096669,223749688
349958671,223575561
356199564,223611582
359332622,224123170
377418981,226649685
349479817,226066792
362894085,245004926
353413176,225792144
365908743,225636446
346134918,225599905
347493934,226147548
353348493,225997129
365506819,225961443
348578540,225612045
346515623,229326682
349497475,229561708
359576869,226054920
367480777,226699485
345752684,225808784
352803659,226431871
357175396,226168758
351097657,226250993
356005499,226039846
371474493,227434172
343144924,227013178
345226232,227626688
345841120,227703905
344691259,245932398
344409748,231691924
344373612,225798834
341279584,226209197
338673935,226402219
338368321,229995827
373304579,227619533
339797084,226220686
343184917,228664081
338899432,224077400
339515711,224395104
337034720,224678608
338935412,224142413
337852538,224170286
338599806,224354961
340856930,226142792
339925271,230454023
374819159,225687879
339080377,224995638
342031338,224609834
351019954,224943865
337773391,225856849
338052847,224500683
337302729,224573518
337379382,228206395
340441074,225398666
341183782,240948961
340793999,230629498
341971169,225019604
347176505,224383985
341365767,226073218
340973374,224511461
346505983,225564656
345005055,224238454
343553980,223795275
341348400,224568043
342400379,224132641
342049698,224063198
343077971,223835853
343746273,225392144
344938728,236742909
346652540,225179809
343222121,229098447
353502881,225120747
343600149,226045311
342165702,225095587
345449620,225626844
347568492,224470817
356659278,225350611
353716522,227062542
365879684,224936097
343318262,241893625
341951317,226209465
342497407,226705077
351972262,225019361
346004393,225133251
405771929,226769013
346312666,226740072
341894461,227619217
342501312,227264467
351512109,226950941
350849991,226722890
357139808,227815733
362238626,226601014
421628934,227311625
526819420,226347153
378838173,227464872
356467759,226679283
352787541,233630964
340911031,232197657
349795232,231439172
343787156,226079249
344147484,226339049
362846733,225779638
374457575,225988280
345344034,225831748
350746430,228101633
364328843,234486259
350361255,228124595
350405097,234550087
355255254,233503778
345846689,229124908
354270500,228018243
345840768,231957734
345663354,229356323
344829318,227536753
345020403,227532528
345321369,228493772
344643238,231268367
404182694,228936276
343263016,226564690
376313676,226544976
358253486,229179197
342743982,227430874
345646547,228615452
346257246,229111698
356769378,230000788
431168240,229406876
363144549,230073557
411450955,227880560
383260143,228012830
354670700,227619143
365157576,228436569
368786671,228014172
410171672,231513274
381685560,233605768
359625754,228138106
348111308,229003958
350818680,235073061
350270308,227868282
342441231,228352910
358096999,226079605
352170832,235457654
348214512,227457182
359412124,231335272
378501987,228234386
353219540,226793317
342771966,228990642
346989803,235205603
339690838,227241859
341620711,229196820
342569111,227889766
340551253,226851820
343542260,230599874
366599544,227077790
354089828,226793499
346608017,227152584
343439537,235055052
352874738,233140787
367265257,227152827
353810041,244560590
358022606,226685761
354566228,226583932
342699988,228661629
364375011,226080700
338083928,226280811
337944355,226618118
376114943,226458944
369807985,229050283
345879623,233126076
347710418,231282228
348838665,224077113
341962422,223914952
348854388,223873794
345903934,224291050
351347220,224330750
343096984,224380287
340265971,224057296
338117866,226030868
345471064,225951053
347574864,225878290
340741986,225431074
339452043,225534181
347951743,225988200
344263028,226835142
338746226,225575202
345846367,225455525
369797810,225580432
351300879,225299211
343339325,225465653
353210451,225353794
337669628,225118968
338086653,225709377
355167288,227456798
355839141,225280496
361602022,225925987
348218604,226282805
342463832,238668002
338547491,226122821
338012538,226673165
341260461,226179125
339724948,226656736
356907430,226229942
370088839,225755212
350817162,226035186
337143120,225591816
381956224,225905617
344260499,228394743
346502216,226978047
350637557,229604780
345185368,227175044
347100793,227483154
362540949,227406459
357417468,227403981
361517618,226120726
357313376,226521581
356401992,226678984
354615616,226115128
355390926,226362426
357732297,228075625
359900883,225918256
365009705,227326632
352710639,226971199
362490741,226299029
338251439,227095900
339434780,232510666
339969438,226870391
341416521,226706085
337781463,232140919
338730804,271108000
336395415,230752336
338805278,230768640
340126052,230254353
350435337,228376701
340949127,228506948
358107584,234182045
357703836,238572703
345286800,230383826
336891508,236547345
336884138,247083362
337406674,258646149
338107427,253402229
336434829,250158590
341417639,249141937
337121765,247994818
337109712,240134855
337227767,238812747
338461814,249443241
341238982,248894670
340487918,246935562
339825483,242074470
342784338,253373156
340803101,261866009
354978955,270291968
337872440,289191438
344404171,237120590
338914490,235186949
339172304,233617849
339280707,233455967
365016067,234447060
403627042,231711266
414688938,234602085
582627825,252059632
484909568,240886799
412459443,231670539
376710877,233048697
507973401,233770803
405119803,233007133
430915826,231670609
433270541,230614460
498522729,227467141
406119559,228880049
368137905,229667224
368851559,238059482
370596594,230968444
366008871,235001202
355443065,238355356
363323868,240205904
374441500,233881743
378457094,234211090
417230150,234457109
356288859,235042371
350233190,230972154
352815024,230664383
362712511,233077846
350144970,231772443
375872650,230915473
359692588,232004190
344524078,237108565
343851154,228586873
345440815,228450284
345083320,227935747
342875730,228626964
343633495,225109353
346209387,224508880
344932789,223974914
346562200,223887621
350450565,224319430
349901451,226339205
349208069,232121380
373831795,227833966
347795206,233507770
347471234,254805902
349739948,243934369
347047262,263466423
347281918,267355214
350369951,249656655
356881487,241413074
353042586,272878355
351530909,277697735
353957153,242875501
350473023,241416272
347233010,272522655
364974387,265269011
346378581,239051219
355856587,231526495
341119441,236175299
340505565,231421941
340798636,229602181
339226292,229494004
337889042,230259204
337543296,233329518
337987034,231813107
337461258,243088987
338658638,229071434
339969494,231343290
340593264,233193056
345266479,233906435
341180505,255379768
341098758,276168478
346727082,232660975
341930672,233196013
348354691,235166769
346737876,240457908
