eg,ch
2477,10470
3375,15682
3288,16035
3086,29305
2813,30157
2680,33660
2877,16278
3569,16400
5930,27977
6082,15905
5785,28807
5867,19006
6160,19043
5842,18141
5952,18991
5898,18782
6467,18929
8632,31890
6113,9802
3597,11193
5242,16203
5309,15512
3247,15567
16142,14992
2946,16390
11208,19758
6267,14118
8130,7257
5912,7127
9113,7114
6082,10604
5678,6526
9337,10102
3478,12954
5292,17208
2970,26308
2819,16413
3242,15682
5496,52667
3723,15580
3466,16580
5993,16183
5810,17362
9820,15587
3505,19326
3297,17343
3223,15688
2863,16087
3663,15767
6140,15986
5760,20192
6097,17642
12555,15843
3372,18230
6660,16283
3569,15940
5691,48572
4121,20280
2656,9108
5413,9316
3704,12135
3606,10338
4938,16483
2852,15598
9258,17473
5592,16950
2924,19298
4505,21367
2479,15645
11665,16110
3298,15650
35035,17686
6710,16110
6160,17350
10084,16076
7335,16777
6595,13930
4720,16222
3260,18252
3167,16218
3280,18035
3293,16666
6279,16396
3455,16644
5549,17477
5661,16078
5213,17975
4312,21210
5047,20170
3311,7612
3029,7431
3100,8526
3142,16835
3370,17618
3399,15862
3358,23818
4540,16265
4118,25740
3617,12463
3796,7242
2829,7291
3624,7184
3542,6728
3508,6151
5446,23867
3533,16918
3674,15903
6096,16585
8568,15720
5568,15400
15665,18455
3500,15726
6017,16294
5795,26723
8886,19505
6055,34397
5834,12533
6282,20120
5926,15550
7490,16377
5888,15850
9337,15873
5660,22872
5800,15470
5873,15432
5977,15652
5850,25892
5842,16148
5730,15785
5968,15413
6173,15865
5780,29824
5945,17947
9220,18908
11005,20634
5519,18760
5296,18981
6538,18735
3272,18292
3214,18273
12538,19200
3597,18803
4281,18507
3404,22471
3044,18582
5558,18658
4423,18138
3000,19163
3283,19040
3162,19397
4198,18446
4598,18271
3676,18132
2977,43348
3492,19037
5699,25151
3007,20096
3543,16344
4777,16277
5081,15760
2996,16460
2891,23215
3159,14928
4335,7219
3652,7031
3923,7089
4577,9302
3077,6466
2995,6454
4881,6237
5130,10951
6143,15548
5688,15710
4584,17007
3483,15694
2919,16265
5015,16273
4220,13530
3057,7323
5541,7270
2873,8872
4149,13712
4628,10137
4078,6832
5038,15698
5609,10784
4889,34322
3490,17288
4666,15585
2957,15292
4523,26356
5287,15363
3250,26220
3126,15530
2864,19970
4703,15396
4637,16063
5880,15330
6190,16250
5745,19932
20487,21523
6128,18686
5937,18720
6060,18976
8940,19169
5900,18578
6000,19234
5740,18452
5900,17997
5904,20643
5735,19360
5895,19723
5970,20037
5725,19575
6070,18170
5982,19101
5837,18748
5824,19379
5877,15322
5968,20500
5790,15150
6073,15760
5956,16017
5737,20569
6082,29535
5912,28246
5830,12927
5785,8240
6062,11757
10002,16510
5906,17723
5746,23958
5782,16515
5818,16302
10427,12885
5987,15740
16742,15922
5990,16690
9656,16010
5900,41226
5894,16683
5918,17992
5985,14530
5665,7818
5780,7274
6247,8673
16682,6661
5888,8658
5920,7659
5892,10181
6065,26035
5600,15612
5897,15710
5980,16077
5940,15267
5917,15277
5972,15940
5915,15633
6000,15408
6263,26060
5928,14860
5970,16614
5953,17483
5975,17660
5990,17815
9560,19514
3353,18259
3394,19898
3408,19030
4755,19175
2916,19569
4744,19019
4783,19283
4706,32031
3031,18979
3323,18350
3172,19105
3541,18422
3648,19139
8107,18040
5712,21449
5973,18384
5803,19741
5840,18655
5882,18597
5947,18111
5865,18904
6064,18332
5802,18757
5942,18856
3622,18554
4943,18274
3528,18954
5944,19024
5770,28840
5890,20289
11402,19117
9786,21077
5003,19329
3642,20311
5996,20101
5906,21410
6175,14706
5805,11313
5915,9403
6022,9792
8943,13292
5860,8418
9177,16517
3747,14943
3546,13970
5990,14300
5762,16572
5900,22845
6024,9900
5870,25790
5120,15643
5920,16204
5958,15225
5842,18846
5723,16952
5978,7345
5937,7138
6047,6860
9832,6838
6360,17595
5843,9948
5903,16448
5117,15574
3746,16136
3862,36730
4144,17010
3641,16700
6022,15763
5780,9686
5775,7247
5843,7106
5735,6695
5940,6275
5933,6356
5868,10254
5845,15597
7890,23624
5775,16677
5813,16552
6203,18030
5790,17305
9185,16453
3582,17310
5526,16490
3542,18415
3280,16454
3262,23203
4732,16005
3756,20210
3134,17043
7120,16866
3334,16310
4997,30959
2968,15297
3159,15704
4869,16453
3245,15787
2564,31903
3440,15518
9215,15430
5780,15805
5972,14897
6865,15684
9735,14658
3714,15850
3557,7628
6042,11824
6068,8807
5912,11902
5957,12768
5788,6717
6383,12683
29830,12755
6885,11073
5668,10741
4460,7912
6525,11155
5868,9561
6258,10233
9605,6717
16985,8786
7255,11361
7095,7473
7123,7165
7320,9784
7237,11406
7483,6871
7126,10939
7117,9504
7357,12873
7117,10393
10871,9172
7052,10739
7360,12281
6963,6166
7157,8335
7148,8509
8249,10637
7489,11267
7206,10393
10886,10526
7979,11251
7135,7424
7182,10606
7213,10768
7024,10636
7433,8828
7314,11199
7178,10648
