eg,ch
964,951
937,756
930,725
978,724
1005,726
1004,729
981,703
1467,719
982,1209
1262,1033
1666,764
1192,1033
978,777
1109,750
987,713
1007,770
978,713
966,1075
1201,817
1342,870
1389,877
978,701
1117,715
1068,714
1067,1108
1196,1213
984,871
1016,766
977,715
986,708
987,703
950,714
1077,963
1199,733
977,712
1109,736
1222,713
1042,716
978,715
1667,715
977,717
959,947
1296,769
966,703
976,977
1005,1123
968,717
987,1101
1299,809
996,713
977,715
968,923
980,773
1029,855
1007,899
962,877
1118,896
987,768
995,704
987,877
996,732
953,825
1607,1020
1171,1157
1087,1091
994,1008
1068,1062
962,930
989,869
986,659
975,697
1260,715
1160,714
1268,718
962,719
989,713
980,713
975,716
977,716
1312,702
987,719
975,820
1010,715
992,772
977,787
950,717
1585,703
984,717
1203,719
1013,894
1490,710
976,1063
1442,1081
978,721
987,794
980,930
1018,737
981,703
1524,720
1031,817
