eg,ch
337775909,224009428
341454775,223822194
339526950,224800694
343553341,225014166
342779377,223571199
338707350,223579096
347662198,227617154
353026909,227163299
339409774,225475838
357166880,225481235
391278341,225485282
390555298,225002731
364804563,230050756
347353812,230603528
344294940,234097055
349524198,229581845
355376900,231993421
361007107,233013363
353774948,230611767
345513760,230674911
346389722,233161662
352157838,228390025
350875678,231704541
353818126,229777455
346852807,234336196
344739191,234729093
350323468,235292952
343623634,230561521
345545113,231394370
350989850,241666650
382727206,226126101
359205757,225360045
352463049,225629445
347811364,225592697
345676929,225765215
347934949,225221729
346260953,225005585
350585651,225453505
344366871,225946651
361651553,225815866
369837123,226143567
358089728,227742132
343777921,230509084
345257023,228419966
353778819,231837605
374009693,223679368
345128260,224033173
341490035,223775906
352010899,223146330
345868663,223838638
348098193,223438255
360618543,225510643
341418130,223934885
349349037,223226642
361472406,235114904
380219993,231582827
348565389,224631130
345861508,224808425
352828363,224700641
360548039,227557647
352489389,226317168
366029354,227591422
353985088,226389408
346414353,225829032
349579811,227852024
353389460,225584243
365486270,226249166
347641196,225981175
352237594,226126933
350738426,228435348
368205331,229574844
364327043,226984466
364011301,226380069
352590594,225183341
356383963,225865679
367271751,225349690
355598944,224849860
384559336,224899687
358103205,225865232
353482658,225745330
361533805,225185681
365727501,225660436
351757031,226493428
351035279,225276261
350694666,225102347
353667311,225852647
362873902,225743781
352775666,226075959
357125592,226304237
365662257,226154353
380886238,225437784
374409708,224913340
364712496,224791756
375077404,224577853
369912509,224968260
358173326,225169644
362024079,224926716
358700408,224773815
378032191,224450227
363058643,225046408
363705422,225093000
384239851,224705282
389284693,224594462
391692447,224967270
372432976,225409606
358558761,224995305
365109086,224945313
351154139,224431861
352471047,224624132
360271207,225309688
398919876,225536167
376997536,228202957
425322590,226010704
494864132,228965681
418516402,237289420
397150074,225112738
401115721,224978004
378810648,224628224
362156713,224828001
359417166,231269785
370820827,226058530
385020328,225353610
357027320,227002982
355143664,224650206
